"Ref_Occ","Spouse_Occ","pct_couples","ref_person"
"Stock clerks and order fillers","Construction laborers",0.0251091703056769,"Wife"
"Stock clerks and order fillers","Production supervisors",0.0229257641921397,"Wife"
"Stock clerks and order fillers","Carpenters",0.0218340611353712,"Wife"
"Stock clerks and order fillers","Miscellaneous production workers",0.0185589519650655,"Wife"
"Stock clerks and order fillers","Non-retail sales supervisors",0.0174672489082969,"Wife"
"Secretaries and administrative assistants","Truck drivers",0.0491803278688525,"Wife"
"Secretaries and administrative assistants","Miscellaneous managers",0.0469769081614666,"Wife"
"Secretaries and administrative assistants","Retail sales supervisors",0.0252952582407897,"Wife"
"Secretaries and administrative assistants","Construction supervisors",0.0204477348845408,"Wife"
"Secretaries and administrative assistants","Production supervisors",0.0203595980962454,"Wife"
"Secretaries and administrative assistants","Wholesale sales representatives",0.0202714613079499,"Wife"
"Secretaries and administrative assistants","Non-retail sales supervisors",0.0178036312356778,"Wife"
"Secretaries and administrative assistants","Chief executives and legislators",0.0171866737176097,"Wife"
"Secretaries and administrative assistants","Farmers, ranchers, and other agricultural managers",0.0161290322580645,"Wife"
"Secretaries and administrative assistants","Retail salespersons",0.0156883483165873,"Wife"
"Data entry keyers","Truck drivers",0.0528401585204756,"Wife"
"Data entry keyers","Miscellaneous managers",0.0396301188903567,"Wife"
"Data entry keyers","Laborers and hand movers",0.0317040951122853,"Wife"
"Data entry keyers","Wholesale sales representatives",0.0250990752972259,"Wife"
"Data entry keyers","Construction supervisors",0.0211360634081902,"Wife"
"Data entry keyers","Construction laborers",0.0211360634081902,"Wife"
"Data entry keyers","Production supervisors",0.0198150594451783,"Wife"
"Data entry keyers","Retail sales supervisors",0.0198150594451783,"Wife"
"Data entry keyers","Miscellaneous production workers",0.0184940554821664,"Wife"
"Data entry keyers","Retail salespersons",0.0184940554821664,"Wife"
"Word processors and typists","Truck drivers",0.0580204778156997,"Wife"
"Word processors and typists","Miscellaneous managers",0.0500568828213879,"Wife"
"Word processors and typists","Production supervisors",0.0238907849829352,"Wife"
"Word processors and typists","Laborers and hand movers",0.0238907849829352,"Wife"
"Word processors and typists","Retail sales supervisors",0.0227531285551763,"Wife"
"Word processors and typists","Non-retail sales supervisors",0.0204778156996587,"Wife"
"Word processors and typists","Retail salespersons",0.0193401592718999,"Wife"
"Word processors and typists","Electricians",0.0182025028441411,"Wife"
"Word processors and typists","Construction laborers",0.0170648464163823,"Wife"
"Word processors and typists","Wholesale sales representatives",0.0159271899886234,"Wife"
"Insurance claims and policy processing clerks","Truck drivers",0.0522749273959342,"Wife"
"Insurance claims and policy processing clerks","Miscellaneous managers",0.0396902226524685,"Wife"
"Insurance claims and policy processing clerks","Retail sales supervisors",0.0271055179090029,"Wife"
"Insurance claims and policy processing clerks","Non-retail sales supervisors",0.021297192642788,"Wife"
"Insurance claims and policy processing clerks","Wholesale sales representatives",0.0193610842207164,"Wife"
"Insurance claims and policy processing clerks","Customer service representatives",0.0183930300096805,"Wife"
"Insurance claims and policy processing clerks","Production supervisors",0.0164569215876089,"Wife"
"Insurance claims and policy processing clerks","Insurance claims and policy processing clerks",0.0154888673765731,"Wife"
"Insurance claims and policy processing clerks","Construction laborers",0.0154888673765731,"Wife"
"Insurance claims and policy processing clerks","Laborers and hand movers",0.0145208131655373,"Wife"
"General office clerks","Truck drivers",0.0549651887138146,"Wife"
"General office clerks","Miscellaneous managers",0.0461707585196042,"Wife"
"General office clerks","Retail sales supervisors",0.0285818981311836,"Wife"
"General office clerks","Laborers and hand movers",0.0205203371198241,"Wife"
"General office clerks","Carpenters",0.0183217295712715,"Wife"
"General office clerks","Miscellaneous production workers",0.0175888603884207,"Wife"
"General office clerks","General office clerks",0.0164895566141444,"Wife"
"General office clerks","Retail salespersons",0.0161231220227189,"Wife"
"General office clerks","Non-retail sales supervisors",0.0157566874312935,"Wife"
"General office clerks","Construction laborers",0.0157566874312935,"Wife"
"Miscellaneous office and administrative support workers","Miscellaneous managers",0.0543633762517883,"Wife"
"Miscellaneous office and administrative support workers","Truck drivers",0.0386266094420601,"Wife"
"Miscellaneous office and administrative support workers","Retail salespersons",0.0236051502145923,"Wife"
"Miscellaneous office and administrative support workers","Retail sales supervisors",0.0207439198855508,"Wife"
"Miscellaneous office and administrative support workers","Wholesale sales representatives",0.0178826895565093,"Wife"
"Miscellaneous office and administrative support workers","Police officers",0.0164520743919886,"Wife"
"Miscellaneous office and administrative support workers","Construction supervisors",0.0157367668097282,"Wife"
"Miscellaneous office and administrative support workers","Carpenters",0.0157367668097282,"Wife"
"Miscellaneous office and administrative support workers","Non-retail sales supervisors",0.0150214592274678,"Wife"
"Miscellaneous office and administrative support workers","Laborers and hand movers",0.0143061516452074,"Wife"
"Agricultural graders and sorters","Miscellaneous agricultural workers",0.171428571428571,"Wife"
"Miscellaneous agricultural workers","Miscellaneous agricultural workers",0.415335463258786,"Wife"
"Miscellaneous agricultural workers","Farmers, ranchers, and other agricultural managers",0.10223642172524,"Wife"
"Miscellaneous agricultural workers","Truck drivers",0.0351437699680511,"Wife"
"Construction laborers","Construction laborers",0.246913580246914,"Wife"
"Painters and paperhangers","Painters and paperhangers",0.211538461538462,"Wife"
"Production supervisors","Production supervisors",0.0662251655629139,"Wife"
"Production supervisors","Truck drivers",0.0662251655629139,"Wife"
"Production supervisors","Miscellaneous managers",0.043046357615894,"Wife"
"Production supervisors","Miscellaneous assemblers and fabricators",0.0298013245033113,"Wife"
"Production supervisors","Laborers and hand movers",0.0264900662251656,"Wife"
"Production supervisors","Miscellaneous production workers",0.0248344370860927,"Wife"
"Production supervisors","Construction supervisors",0.0248344370860927,"Wife"
"Production supervisors","Non-retail sales supervisors",0.0182119205298013,"Wife"
"Production supervisors","Retail sales supervisors",0.0182119205298013,"Wife"
"Electrical, electronics, and electromechanical assemblers","Electrical, electronics, and electromechanical assemblers",0.0621761658031088,"Wife"
"Miscellaneous assemblers and fabricators","Miscellaneous assemblers and fabricators",0.0977443609022556,"Wife"
"Miscellaneous assemblers and fabricators","Truck drivers",0.0773361976369495,"Wife"
"Miscellaneous assemblers and fabricators","Miscellaneous production workers",0.0386680988184748,"Wife"
"Miscellaneous assemblers and fabricators","Production supervisors",0.037593984962406,"Wife"
"Miscellaneous assemblers and fabricators","Laborers and hand movers",0.0300751879699248,"Wife"
"Miscellaneous assemblers and fabricators","Welding, soldering, and brazing workers",0.0225563909774436,"Wife"
"Miscellaneous assemblers and fabricators","Retail sales supervisors",0.0225563909774436,"Wife"
"Miscellaneous assemblers and fabricators","Miscellaneous managers",0.0214822771213749,"Wife"
"Miscellaneous assemblers and fabricators","Machinists",0.0171858216970999,"Wife"
"Miscellaneous assemblers and fabricators","Industrial truck and tractor operators",0.0171858216970999,"Wife"
"Bakers","Truck drivers",0.0720720720720721,"Wife"
"Bakers","Bakers",0.0540540540540541,"Wife"
"Butchers","Butchers",0.174242424242424,"Wife"
"Other food processing workers","Other food processing workers",0.116666666666667,"Wife"
"Miscellaneous metal and plastic workers","Miscellaneous metal and plastic workers",0.126050420168067,"Wife"
"Miscellaneous metal and plastic workers","Truck drivers",0.0546218487394958,"Wife"
"Miscellaneous metal and plastic workers","Production supervisors",0.0504201680672269,"Wife"
"Miscellaneous metal and plastic workers","Miscellaneous assemblers and fabricators",0.0504201680672269,"Wife"
"Laundry and dry-cleaning workers","Truck drivers",0.0722222222222222,"Wife"
"Laundry and dry-cleaning workers","Laundry and dry-cleaning workers",0.0666666666666667,"Wife"
"Sewing machine operators","Truck drivers",0.0645161290322581,"Wife"
"Sewing machine operators","Sewing machine operators",0.06158357771261,"Wife"
"Sewing machine operators","Miscellaneous production workers",0.0439882697947214,"Wife"
"Sewing machine operators","Industrial truck and tractor operators",0.032258064516129,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Truck drivers",0.0509708737864078,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Production supervisors",0.0412621359223301,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Miscellaneous managers",0.0303398058252427,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Inspectors, testers, sorters, samplers, and weighers",0.029126213592233,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Miscellaneous production workers",0.0254854368932039,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Laborers and hand movers",0.0242718446601942,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Welding, soldering, and brazing workers",0.0218446601941748,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Machinists",0.0194174757281553,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Automotive service technicians and mechanics",0.0194174757281553,"Wife"
"Inspectors, testers, sorters, samplers, and weighers","Industrial truck and tractor operators",0.0182038834951456,"Wife"
"Packaging and filling machine operators and tenders","Truck drivers",0.0965732087227414,"Wife"
"Packaging and filling machine operators and tenders","Packaging and filling machine operators and tenders",0.059190031152648,"Wife"
"Packaging and filling machine operators and tenders","Laborers and hand movers",0.0529595015576324,"Wife"
"Miscellaneous production workers","Miscellaneous production workers",0.112694300518135,"Wife"
"Miscellaneous production workers","Truck drivers",0.0880829015544041,"Wife"
"Miscellaneous production workers","Production supervisors",0.0375647668393782,"Wife"
"Miscellaneous production workers","Miscellaneous assemblers and fabricators",0.0272020725388601,"Wife"
"Miscellaneous production workers","Laborers and hand movers",0.0233160621761658,"Wife"
"Miscellaneous production workers","Miscellaneous managers",0.022020725388601,"Wife"
"Miscellaneous production workers","Welding, soldering, and brazing workers",0.0194300518134715,"Wife"
"Miscellaneous production workers","Construction laborers",0.0194300518134715,"Wife"
"Miscellaneous production workers","Cooks",0.0194300518134715,"Wife"
"Miscellaneous production workers","Industrial truck and tractor operators",0.0181347150259067,"Wife"
"Transportation supervisors","Truck drivers",0.082089552238806,"Wife"
"Aircraft pilots and flight engineers","Aircraft pilots and flight engineers",0.448275862068966,"Wife"
"Flight attendants","Flight attendants",0.075,"Wife"
"Bus drivers","Truck drivers",0.12007874015748,"Wife"
"Bus drivers","Bus drivers",0.0531496062992126,"Wife"
"Bus drivers","Laborers and hand movers",0.0334645669291339,"Wife"
"Bus drivers","Automotive service technicians and mechanics",0.0255905511811024,"Wife"
"Bus drivers","Construction laborers",0.0255905511811024,"Wife"
"Bus drivers","Bus and truck mechanics and diesel engine specialists",0.0236220472440945,"Wife"
"Bus drivers","Farmers, ranchers, and other agricultural managers",0.0216535433070866,"Wife"
"Bus drivers","Electricians",0.0216535433070866,"Wife"
"Truck drivers","Truck drivers",0.386018237082067,"Wife"
"Taxi drivers and chauffeurs","Taxi drivers and chauffeurs",0.162162162162162,"Wife"
"Laborers and hand movers","Laborers and hand movers",0.13506139154161,"Wife"
"Laborers and hand movers","Truck drivers",0.0723055934515689,"Wife"
